sample_id,cluster,alpha,simpson,river.id,sample.type,location.id,sampling.type,replicate.id,original.id,Date,Start_Time,Time_zone,Stream_Name,Stream_Order,City,State_or_Province,Country,General_Vegetation,Weather,Hydrogeomorphology,River_Gradient,Intermittent_or_Perennial,Sediment,Distance_DS.and.MS_meters,Distance_MS.and.US_meters,Primary.Sources.Flow.Variation,pH,Temp_degC,DO_perc.sat,DO_mg.per.L,Algal.Mat.Coverage,Depositional.Type,Latitude_dec.deg,Longitude_dec.deg,Macrophyte.Coverage,Sunlight.Access_Perc.Canopy.Cover,Water.Column.Height_cm,Sampler_Organization,Associated_Site,Sampler_Name,Approx.Distance.From.Gauge_meters,Discharge_Link,US.or.DS.of.Gauge,Gauge_Latitude_dec.deg,Gauge_Longitude_dec.deg,Met.Station.Nearby,Met.Station,Precipitation.Within.Week,Number.Days.Since.Precip,Dam.Upstream.Site,Dam,Contamination.Source.Upstream,Contamination.Source,Water.Quality.Data.Available,Water.Quality.Data,Known.Data,Published.Work.On.Site,Published.Work,Notes,Study_Code,resprate_mg.L.h,resp.inc.time.min,resp.r2,resp.pval,NPOC_mg.L.asC,del2H_permil,del18O_permil,Cl_mgL,SO4_mgL,NO3_mgL,NO2_mgL,F_mgL
SW_S19S.0041_U_2,Average,2295,0.99956427,S19S.0041,SW,U,,2.0,S19S_0041_ICR.2_p05,5-Aug-19,16:00,PDT,Crooked River,6.0,Prineville,Oregon,USA,Broadleaf deciduous tree. Grass,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,3.5,6.8,Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping,6.5,20,,,,,,,,,,Indiana University,,Skuyler Herzog,120,https://apps.wrd.state.or.us/apps/sw/hydro_near_real_time/display_hydro_graph.aspx?station_nbr=14081500,Upstream,44.30044806,-120.8589539,No,,Yes,2,Yes one,~22.000 m; Bowman Dam,Yes,distributed ranching. etc.,No,,,No,,I originally had the canopy cover percentages reversed on my datasheet. including the field photo. That is. I meant to mark 50-80% light access rather than 50-80% shade. The data entered on this online form are correct. I also had both filters clog by the time I completed the filtered water samples. and I was unable to collect the final filtered 125mL sample. Only the first filter is being returned. because there wasn't enough RNAlater to preserve the second. The river is multi-channel at the sampling site but generally is single channel. straight beyond the site.,WHONDRS_S19S,,,,,2.85,,,2.83,4.85,0.12,0.04,0.1
SW_S19S.0041_U_3,Most,2658,0.999623777,S19S.0041,SW,U,,3.0,S19S_0041_ICR.3_p05,5-Aug-19,16:00,PDT,Crooked River,6.0,Prineville,Oregon,USA,Broadleaf deciduous tree. Grass,Sunny,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,3.5,6.8,Natural flow (seasonal). Dam (hydropower or other). Irrigation pumping,6.5,20,,,,,,,,,,Indiana University,,Skuyler Herzog,120,https://apps.wrd.state.or.us/apps/sw/hydro_near_real_time/display_hydro_graph.aspx?station_nbr=14081500,Upstream,44.30044806,-120.8589539,No,,Yes,2,Yes one,~22.000 m; Bowman Dam,Yes,distributed ranching. etc.,No,,,No,,I originally had the canopy cover percentages reversed on my datasheet. including the field photo. That is. I meant to mark 50-80% light access rather than 50-80% shade. The data entered on this online form are correct. I also had both filters clog by the time I completed the filtered water samples. and I was unable to collect the final filtered 125mL sample. Only the first filter is being returned. because there wasn't enough RNAlater to preserve the second. The river is multi-channel at the sampling site but generally is single channel. straight beyond the site.,WHONDRS_S19S,,,,,5.42,,,2.8,4.76,0.12,0.04,0.1
SW_S19S.0042_U_1,Most,3080,0.999675325,S19S.0042,SW,U,,1.0,S19S_0042_ICR.1_p05,5-Aug-19,9:30,EDT,Shark River Slough,1.0,Flamingo,Florida,USA,Broadleaf evergreen tree,Partly cloudy,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,10.0,Natural flow (seasonal). Tidal. Evapotranspiration,> 7.5,29.1,49.1,3.9,,,,,,,,Florida International University,NSF Long Term Ecological Research (LTER) site: Florida Coastal Everglades,John Kominoski. Christopher Rizze,100,https://waterdata.usgs.gov/usa/nwis/uv?site_no=252230081021300,Upstream,25.37493,-81.0367,Yes,https://my.sfwmd.gov/dbhydroplsql/show_dbkey_info.show_dbkeys_matched?v_station=ENPCN&v_js_flag=N; https://fcelter.fiu.edu/data/core/metadata/?datasetid=PHY_Grahl_001,Yes,1,Yes one,40 km Tamiami Trail,No,,Yes,https://fcelter.fiu.edu/data/core/metadata/?datasetid=LT_ND_Grahl_001,,Yes,https://fcelter.fiu.edu/publications/,Samples were taken on left bank of Shark River Slough at a long-term research site (SRS-4) of the Florida Coastal Everglades Long Term Ecological Research program.  ,WHONDRS_S19S,,,,,15.06,8.3,0.72,1719.1,209.18,0.54,0.04,0.02
SW_S19S.0042_U_2,Most,3197,0.999687207,S19S.0042,SW,U,,2.0,S19S_0042_ICR.2_p05,5-Aug-19,9:30,EDT,Shark River Slough,1.0,Flamingo,Florida,USA,Broadleaf evergreen tree,Partly cloudy,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,10.0,Natural flow (seasonal). Tidal. Evapotranspiration,> 7.5,29.1,49.1,3.9,,,,,,,,Florida International University,NSF Long Term Ecological Research (LTER) site: Florida Coastal Everglades,John Kominoski. Christopher Rizze,100,https://waterdata.usgs.gov/usa/nwis/uv?site_no=252230081021300,Upstream,25.37493,-81.0367,Yes,https://my.sfwmd.gov/dbhydroplsql/show_dbkey_info.show_dbkeys_matched?v_station=ENPCN&v_js_flag=N; https://fcelter.fiu.edu/data/core/metadata/?datasetid=PHY_Grahl_001,Yes,1,Yes one,40 km Tamiami Trail,No,,Yes,https://fcelter.fiu.edu/data/core/metadata/?datasetid=LT_ND_Grahl_001,,Yes,https://fcelter.fiu.edu/publications/,Samples were taken on left bank of Shark River Slough at a long-term research site (SRS-4) of the Florida Coastal Everglades Long Term Ecological Research program.  ,WHONDRS_S19S,,,,,12.17,,,1845.35,225.73,0.12,0.04,0.02
SW_S19S.0042_U_3,Most,2464,0.999594156,S19S.0042,SW,U,,3.0,S19S_0042_ICR.3_p05,5-Aug-19,9:30,EDT,Shark River Slough,1.0,Flamingo,Florida,USA,Broadleaf evergreen tree,Partly cloudy,Multi-channel,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,10.0,Natural flow (seasonal). Tidal. Evapotranspiration,> 7.5,29.1,49.1,3.9,,,,,,,,Florida International University,NSF Long Term Ecological Research (LTER) site: Florida Coastal Everglades,John Kominoski. Christopher Rizze,100,https://waterdata.usgs.gov/usa/nwis/uv?site_no=252230081021300,Upstream,25.37493,-81.0367,Yes,https://my.sfwmd.gov/dbhydroplsql/show_dbkey_info.show_dbkeys_matched?v_station=ENPCN&v_js_flag=N; https://fcelter.fiu.edu/data/core/metadata/?datasetid=PHY_Grahl_001,Yes,1,Yes one,40 km Tamiami Trail,No,,Yes,https://fcelter.fiu.edu/data/core/metadata/?datasetid=LT_ND_Grahl_001,,Yes,https://fcelter.fiu.edu/publications/,Samples were taken on left bank of Shark River Slough at a long-term research site (SRS-4) of the Florida Coastal Everglades Long Term Ecological Research program.  ,WHONDRS_S19S,,,,,12.99,,,1625.46,200.39,0.12,0.04,0.02
SW_S19S.0043_U_1,Most,2774,0.99963951,S19S.0043,SW,U,,1.0,S19S_0043_ICR.1_p05,5-Aug-19,9:30,CDT,Dorn Creek,3.0,Middleton,Wisconsin,USA,Shrub. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,12.0,Natural flow (seasonal),7.5,15.7,,,,,,,,,,University of Wisconsin-Madison,,Eric Roden and Lisa Haas,2,"https://waterdata.usgs.gov/wi/nwis/uv/?site_no=05427927&PARAmeter_cd=00065,00060",Upstream,43.145,-89.472,No,,No,,No,,No,,Yes,Nitrate. dissolved oxygen. dissolved organic carbon along flow path toward Lake Mendota (Craig et al.. 2010. Hydrogeol J. 18:1867–1879; https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10040-010-0665-2),,Yes,"https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10498-008-9043-2
https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10040-010-0665-2",The surface sediment seemed to consist of a mixture of fine-grained soil materials mixed with organic matter from decaying plant biomass. Some gravel and sand were present in the stream channel.,WHONDRS_S19S,,,,,1.76,-55.0,-8.45,35.22,22.81,50.69,0.04,0.1
SW_S19S.0043_U_2,Most,2894,0.999654457,S19S.0043,SW,U,,2.0,S19S_0043_ICR.2_p05,5-Aug-19,9:30,CDT,Dorn Creek,3.0,Middleton,Wisconsin,USA,Shrub. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,12.0,Natural flow (seasonal),7.5,15.7,,,,,,,,,,University of Wisconsin-Madison,,Eric Roden and Lisa Haas,2,"https://waterdata.usgs.gov/wi/nwis/uv/?site_no=05427927&PARAmeter_cd=00065,00060",Upstream,43.145,-89.472,No,,No,,No,,No,,Yes,Nitrate. dissolved oxygen. dissolved organic carbon along flow path toward Lake Mendota (Craig et al.. 2010. Hydrogeol J. 18:1867–1879; https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10040-010-0665-2),,Yes,"https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10498-008-9043-2
https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10040-010-0665-2",The surface sediment seemed to consist of a mixture of fine-grained soil materials mixed with organic matter from decaying plant biomass. Some gravel and sand were present in the stream channel.,WHONDRS_S19S,,,,,1.84,,,37.82,25.12,46.8,0.04,0.1
SW_S19S.0043_U_3,Average,2627,0.999619338,S19S.0043,SW,U,,3.0,S19S_0043_ICR.3_p05,5-Aug-19,9:30,CDT,Dorn Creek,3.0,Middleton,Wisconsin,USA,Shrub. Grass,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),10.0,12.0,Natural flow (seasonal),7.5,15.7,,,,,,,,,,University of Wisconsin-Madison,,Eric Roden and Lisa Haas,2,"https://waterdata.usgs.gov/wi/nwis/uv/?site_no=05427927&PARAmeter_cd=00065,00060",Upstream,43.145,-89.472,No,,No,,No,,No,,Yes,Nitrate. dissolved oxygen. dissolved organic carbon along flow path toward Lake Mendota (Craig et al.. 2010. Hydrogeol J. 18:1867–1879; https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10040-010-0665-2),,Yes,"https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10498-008-9043-2
https://link-springer-com.ezproxy.library.wisc.edu/article/10.1007%2Fs10040-010-0665-2",The surface sediment seemed to consist of a mixture of fine-grained soil materials mixed with organic matter from decaying plant biomass. Some gravel and sand were present in the stream channel.,WHONDRS_S19S,,,,,1.57,,,36.76,23.48,50.78,0.04,0.1
SW_S19S.0044_U_1,Most,3000,0.999666667,S19S.0044,SW,U,,1.0,S19S_0044_ICR.1_p05,6-Aug-19,9:30,EDT,Huger Creek,3.0,Cordesville,South Carolina,USA,Needleleaf deciduous tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),37.47,46.78,Natural flow (seasonal). Tidal. Evapotranspiration,6,24,,,,,,,,,,USDA FS / Santee Exp. Forest,USDA Forest Service Experimental Forest: Santee,Carl Trettin / Julie Arnold,23.71,,Downstream,33.131064,-79.810873,Yes,SanteeHQ  http://smartforests-data.sr.unh.edu/data/gce/Santee/data/index.html,Yes,1,No,,No,,Yes,NO3-N. Cl. O-PO4. Br. SO4. cations. total N. total P. NH4-N,NH4-N 0.003-0.13 mg/L. Cl 2.16-14.05 mg/L. Br 0.0086-0.1618 mg/L. NO3-N 0.0015-0.0732 mg/L. O-PO4 0.007-0.1173 mg/L. SO4 0.0003-9.3914 mg/L. K 0.2996-1.337 mg/L. Na 1.716-8.783 mg/L. Ca 4.393-14.77 mg/L. Mg 0.5541-1.982 mg/L. TDP 0.0042-0.0624 mg/L. TDN 0.2982-0.7425 mg/L. conductivity 45.06-136.5 uS,Yes,"Czwartacki. B.J. 2013. Time and tide: Understanding the water dynamics in a tidal freshwater forested wetland. M.S. Thesis. Environmental Studies. College of Charleston.  129 pg.

Bryan Farley. 2017. Greenhouse gas emissions in tidally influenced riparian zone.  Univ. North Carolina – Charlotte. MS Thesis. 116 pg.

https://www.fs.usda.gov/treesearch/pubs/51046
https://www.fs.usda.gov/treesearch/pubs/51049",Sample site is a FRESHWATER tidal creek,WHONDRS_S19S,,,,,13.43,-20.9,-3.68,7.5,4.68,0.4,0.04,0.05
SW_S19S.0044_U_2,Average,2658,0.999623777,S19S.0044,SW,U,,2.0,S19S_0044_ICR.2_p05,6-Aug-19,9:30,EDT,Huger Creek,3.0,Cordesville,South Carolina,USA,Needleleaf deciduous tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),37.47,46.78,Natural flow (seasonal). Tidal. Evapotranspiration,6,24,,,,,,,,,,USDA FS / Santee Exp. Forest,USDA Forest Service Experimental Forest: Santee,Carl Trettin / Julie Arnold,23.71,,Downstream,33.131064,-79.810873,Yes,SanteeHQ  http://smartforests-data.sr.unh.edu/data/gce/Santee/data/index.html,Yes,1,No,,No,,Yes,NO3-N. Cl. O-PO4. Br. SO4. cations. total N. total P. NH4-N,NH4-N 0.003-0.13 mg/L. Cl 2.16-14.05 mg/L. Br 0.0086-0.1618 mg/L. NO3-N 0.0015-0.0732 mg/L. O-PO4 0.007-0.1173 mg/L. SO4 0.0003-9.3914 mg/L. K 0.2996-1.337 mg/L. Na 1.716-8.783 mg/L. Ca 4.393-14.77 mg/L. Mg 0.5541-1.982 mg/L. TDP 0.0042-0.0624 mg/L. TDN 0.2982-0.7425 mg/L. conductivity 45.06-136.5 uS,Yes,"Czwartacki. B.J. 2013. Time and tide: Understanding the water dynamics in a tidal freshwater forested wetland. M.S. Thesis. Environmental Studies. College of Charleston.  129 pg.

Bryan Farley. 2017. Greenhouse gas emissions in tidally influenced riparian zone.  Univ. North Carolina – Charlotte. MS Thesis. 116 pg.

https://www.fs.usda.gov/treesearch/pubs/51046
https://www.fs.usda.gov/treesearch/pubs/51049",Sample site is a FRESHWATER tidal creek,WHONDRS_S19S,,,,,12.83,,,7.54,4.45,0.21,0.04,0.05
SW_S19S.0044_U_3,Average,2721,0.999632488,S19S.0044,SW,U,,3.0,S19S_0044_ICR.3_p05,6-Aug-19,9:30,EDT,Huger Creek,3.0,Cordesville,South Carolina,USA,Needleleaf deciduous tree. Broadleaf deciduous tree,Sunny,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Silt/mud (<0.0625mm),37.47,46.78,Natural flow (seasonal). Tidal. Evapotranspiration,6,24,,,,,,,,,,USDA FS / Santee Exp. Forest,USDA Forest Service Experimental Forest: Santee,Carl Trettin / Julie Arnold,23.71,,Downstream,33.131064,-79.810873,Yes,SanteeHQ  http://smartforests-data.sr.unh.edu/data/gce/Santee/data/index.html,Yes,1,No,,No,,Yes,NO3-N. Cl. O-PO4. Br. SO4. cations. total N. total P. NH4-N,NH4-N 0.003-0.13 mg/L. Cl 2.16-14.05 mg/L. Br 0.0086-0.1618 mg/L. NO3-N 0.0015-0.0732 mg/L. O-PO4 0.007-0.1173 mg/L. SO4 0.0003-9.3914 mg/L. K 0.2996-1.337 mg/L. Na 1.716-8.783 mg/L. Ca 4.393-14.77 mg/L. Mg 0.5541-1.982 mg/L. TDP 0.0042-0.0624 mg/L. TDN 0.2982-0.7425 mg/L. conductivity 45.06-136.5 uS,Yes,"Czwartacki. B.J. 2013. Time and tide: Understanding the water dynamics in a tidal freshwater forested wetland. M.S. Thesis. Environmental Studies. College of Charleston.  129 pg.

Bryan Farley. 2017. Greenhouse gas emissions in tidally influenced riparian zone.  Univ. North Carolina – Charlotte. MS Thesis. 116 pg.

https://www.fs.usda.gov/treesearch/pubs/51046
https://www.fs.usda.gov/treesearch/pubs/51049",Sample site is a FRESHWATER tidal creek,WHONDRS_S19S,,,,,13.02,,,7.64,4.64,1.31,0.04,0.06
SW_S19S.0045_U_1,Most,2902,0.99965541,S19S.0045,SW,U,,1.0,S19S_0045_ICR.1_p05,5-Aug-19,10:50,CEST,Erpe River sidechannel,,Berlin-Heidemühle,Brandenburg,Germany,Broadleaf deciduous tree. Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,12.0,46.0,discharge of wastewater treatment plant,7.7 (with WTW sensor). strip: 7.5,20.4,76.6,,,,,,,,,Leibniz Institute of Freshwater Ecology and Inland Fisheries,,Birgit Mueller,,,Downstream,52.476583,13.62561,Yes,IGB Mueggelsee: http://intranet.igb-berlin.de/grosser_mueggelsee.html,Yes,3,No,,Yes,1.9 km. biological and chemical. effluents of wastewater treatment plant,Yes,See Whondrs campaign last September,"
See Whondrs campaign last September",Yes,"Not directly this site but closeby at the main channel:
https://pubs.acs.org/doi/10.1021/acs.est.8b06231
https://pubs.acs.org/doi/10.1021/acs.est.8b05488
https://www.sciencedirect.com/science/article/abs/pii/S0043135418303348?via%3Dihub
https://www.sciencedirect.com/science/article/pii/S0048969711000659?via%3Dihub",,WHONDRS_S19S,,,,,8.39,-58.8,-8.12,96.69,121.39,32.71,0.29,0.12
SW_S19S.0045_U_2,Most,2547,0.999607381,S19S.0045,SW,U,,2.0,S19S_0045_ICR.2_p05,5-Aug-19,10:50,CEST,Erpe River sidechannel,,Berlin-Heidemühle,Brandenburg,Germany,Broadleaf deciduous tree. Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,12.0,46.0,discharge of wastewater treatment plant,7.7 (with WTW sensor). strip: 7.5,20.4,76.6,,,,,,,,,Leibniz Institute of Freshwater Ecology and Inland Fisheries,,Birgit Mueller,,,Downstream,52.476583,13.62561,Yes,IGB Mueggelsee: http://intranet.igb-berlin.de/grosser_mueggelsee.html,Yes,3,No,,Yes,1.9 km. biological and chemical. effluents of wastewater treatment plant,Yes,See Whondrs campaign last September,"
See Whondrs campaign last September",Yes,"Not directly this site but closeby at the main channel:
https://pubs.acs.org/doi/10.1021/acs.est.8b06231
https://pubs.acs.org/doi/10.1021/acs.est.8b05488
https://www.sciencedirect.com/science/article/abs/pii/S0043135418303348?via%3Dihub
https://www.sciencedirect.com/science/article/pii/S0048969711000659?via%3Dihub",,WHONDRS_S19S,,,,,6.37,,,105.05,132.65,32.99,0.29,0.16
SW_S19S.0045_U_3,Most,2411,0.999585234,S19S.0045,SW,U,,3.0,S19S_0045_ICR.3_p05,5-Aug-19,10:50,CEST,Erpe River sidechannel,,Berlin-Heidemühle,Brandenburg,Germany,Broadleaf deciduous tree. Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Sand,12.0,46.0,discharge of wastewater treatment plant,7.7 (with WTW sensor). strip: 7.5,20.4,76.6,,,,,,,,,Leibniz Institute of Freshwater Ecology and Inland Fisheries,,Birgit Mueller,,,Downstream,52.476583,13.62561,Yes,IGB Mueggelsee: http://intranet.igb-berlin.de/grosser_mueggelsee.html,Yes,3,No,,Yes,1.9 km. biological and chemical. effluents of wastewater treatment plant,Yes,See Whondrs campaign last September,"
See Whondrs campaign last September",Yes,"Not directly this site but closeby at the main channel:
https://pubs.acs.org/doi/10.1021/acs.est.8b06231
https://pubs.acs.org/doi/10.1021/acs.est.8b05488
https://www.sciencedirect.com/science/article/abs/pii/S0043135418303348?via%3Dihub
https://www.sciencedirect.com/science/article/pii/S0048969711000659?via%3Dihub",,WHONDRS_S19S,,,,,7.48,,,95.96,120.28,32.79,0.27,0.13
SW_S19S.0047_U_1,Average,2787,0.999641191,S19S.0047,SW,U,,1.0,S19S_0047_ICR.1_p05,13-Aug-19,14:00,AKDT,Kuparuk River,,Toolik Field Station,Alaska,USA,Shrub,Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),5.0,5.0,Natural flow (seasonal),6.5,8.5,97.2,10.26,,,,,,,,Arctic LTER,NSF Long Term Ecological Research (LTER) site: Arctic,Alex Medvedeff,0.2,,Upstream,68.64278,-149.40333,Yes,https://data.neonscience.org/home (TOOL),Yes,0,No,,No,,Yes,Major nutrients and ions. temperature. SpC. pH,Arctic LTER Database: https://arc-lter.ecosystems.mbl.edu/streams/streams-chemistry,Yes,https://arc-lter.ecosystems.mbl.edu/biblio,Steady rain and rising flow during sampling. Mid and upstream sediment sites were not conducive to photography.,WHONDRS_S19S,,,,,4.07,-134.8,-17.38,0.16,33.61,0.12,0.04,0.05
SW_S19S.0047_U_2,Average,2432,0.999588816,S19S.0047,SW,U,,2.0,S19S_0047_ICR.2_p05,13-Aug-19,14:00,AKDT,Kuparuk River,,Toolik Field Station,Alaska,USA,Shrub,Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),5.0,5.0,Natural flow (seasonal),6.5,8.5,97.2,10.26,,,,,,,,Arctic LTER,NSF Long Term Ecological Research (LTER) site: Arctic,Alex Medvedeff,0.2,,Upstream,68.64278,-149.40333,Yes,https://data.neonscience.org/home (TOOL),Yes,0,No,,No,,Yes,Major nutrients and ions. temperature. SpC. pH,Arctic LTER Database: https://arc-lter.ecosystems.mbl.edu/streams/streams-chemistry,Yes,https://arc-lter.ecosystems.mbl.edu/biblio,Steady rain and rising flow during sampling. Mid and upstream sediment sites were not conducive to photography.,WHONDRS_S19S,,,,,3.75,,,0.16,18.9,0.12,0.04,0.04
SW_S19S.0047_U_3,Most,2893,0.999654338,S19S.0047,SW,U,,3.0,S19S_0047_ICR.3_p05,13-Aug-19,14:00,AKDT,Kuparuk River,,Toolik Field Station,Alaska,USA,Shrub,Raining,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),5.0,5.0,Natural flow (seasonal),6.5,8.5,97.2,10.26,,,,,,,,Arctic LTER,NSF Long Term Ecological Research (LTER) site: Arctic,Alex Medvedeff,0.2,,Upstream,68.64278,-149.40333,Yes,https://data.neonscience.org/home (TOOL),Yes,0,No,,No,,Yes,Major nutrients and ions. temperature. SpC. pH,Arctic LTER Database: https://arc-lter.ecosystems.mbl.edu/streams/streams-chemistry,Yes,https://arc-lter.ecosystems.mbl.edu/biblio,Steady rain and rising flow during sampling. Mid and upstream sediment sites were not conducive to photography.,WHONDRS_S19S,,,,,4.56,,,0.16,33.22,0.15,0.04,0.04
SW_S19S.0048_U_1,Least,1572,0.999363868,S19S.0048,SW,U,,1.0,S19S_0048_ICR.1_p05,12-Aug-19,7:50,AST,Rio Cupeyes,,Sabana Grande ,Puerto Rico,USA,Broadleaf evergreen tree,Sunny. Partly cloudy,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),39.0,19.0,Natural flow (seasonal),7.5,24.5,88,7.23,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: CUPE,Meritzi Pagan/ Ingrid Ortiz,36,https://data.neonscience.org/home,Upstream,,,Yes,https://data.neonscience.org/home (CUPE),Yes,2,No,,No,,Yes,https://data.neonscience.org,SpC  276.5 microS/cm at 25c (08/12/2019)  https://data.neonscience.org. Verify with science when the data will be available. ,No,,Gauging station 0.265m . Wind - light air(1-3mph). Water clarity- clear. colorless. Leaf litter- present. Pollen -present. algae- present. riparian phenology description- leaves,WHONDRS_S19S,,,,,0.68,-8.4,-2.76,7.74,3.49,1.29,0.04,0.02
SW_S19S.0048_U_2,Least,718,0.998607242,S19S.0048,SW,U,,2.0,S19S_0048_ICR.2_p05,12-Aug-19,7:50,AST,Rio Cupeyes,,Sabana Grande ,Puerto Rico,USA,Broadleaf evergreen tree,Sunny. Partly cloudy,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),39.0,19.0,Natural flow (seasonal),7.5,24.5,88,7.23,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: CUPE,Meritzi Pagan/ Ingrid Ortiz,36,https://data.neonscience.org/home,Upstream,,,Yes,https://data.neonscience.org/home (CUPE),Yes,2,No,,No,,Yes,https://data.neonscience.org,SpC  276.5 microS/cm at 25c (08/12/2019)  https://data.neonscience.org. Verify with science when the data will be available. ,No,,Gauging station 0.265m . Wind - light air(1-3mph). Water clarity- clear. colorless. Leaf litter- present. Pollen -present. algae- present. riparian phenology description- leaves,WHONDRS_S19S,,,,,0.45,,,7.78,3.73,1.31,0.04,0.02
SW_S19S.0048_U_3,Average,2537,0.999605834,S19S.0048,SW,U,,3.0,S19S_0048_ICR.3_p05,12-Aug-19,7:50,AST,Rio Cupeyes,,Sabana Grande ,Puerto Rico,USA,Broadleaf evergreen tree,Sunny. Partly cloudy,Single-channel meandering,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),39.0,19.0,Natural flow (seasonal),7.5,24.5,88,7.23,,,,,,,,Battelle-NEON,National Ecological Observatory (NEON) site: CUPE,Meritzi Pagan/ Ingrid Ortiz,36,https://data.neonscience.org/home,Upstream,,,Yes,https://data.neonscience.org/home (CUPE),Yes,2,No,,No,,Yes,https://data.neonscience.org,SpC  276.5 microS/cm at 25c (08/12/2019)  https://data.neonscience.org. Verify with science when the data will be available. ,No,,Gauging station 0.265m . Wind - light air(1-3mph). Water clarity- clear. colorless. Leaf litter- present. Pollen -present. algae- present. riparian phenology description- leaves,WHONDRS_S19S,,,,,0.48,,,7.71,3.49,1.28,0.04,0.03
SW_S19S.0049_U_1,Most,3043,0.999671377,S19S.0049,SW,U,,1.0,S19S_0049_ICR.1_p05,13-Aug-19,7:50,AST,Rio Guilarte,,Adjuntas,Puerto Rico,USA,Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),32.0,49.0,Natural flow (seasonal),7.5,22.9,89,7.2,,,,,,,,Battelle-NEON D04,National Ecological Observatory (NEON) site: GUIL,Meritzi Pagan/ Ingrid Ortiz,,,Downstream,,,Yes,https://data.neonscience.org/home (GUIL),Yes,,No,,Yes, Site is located inside of the agricultural experimental station,Yes,https://data.neonscience.org,212.5 uS/cm. https://data.neonscience.org,,,Stage Height-0.735m . wind- light breeze (4-7mph). water- clear- colorless. Riparian phenology description- leaves. algae- present. macrophytes- present. woody debris- present. leaf litter-present. pollen- present,WHONDRS_S19S,,,,,0.66,-12.3,-3.23,6.64,4.86,0.66,0.04,0.06
SW_S19S.0049_U_2,Least,1069,0.999064546,S19S.0049,SW,U,,2.0,S19S_0049_ICR.2_p05,13-Aug-19,7:50,AST,Rio Guilarte,,Adjuntas,Puerto Rico,USA,Grass,Partly cloudy,Single-channel straight,Relatively flat/gentle gradient (e.g. valleys),Perennial,Gravel/cobble (>2mm),32.0,49.0,Natural flow (seasonal),7.5,22.9,89,7.2,,,,,,,,Battelle-NEON D04,National Ecological Observatory (NEON) site: GUIL,Meritzi Pagan/ Ingrid Ortiz,,,Downstream,,,Yes,https://data.neonscience.org/home (GUIL),Yes,,No,,Yes, Site is located inside of the agricultural experimental station,Yes,https://data.neonscience.org,212.5 uS/cm. https://data.neonscience.org,,,Stage Height-0.735m . wind- light breeze (4-7mph). water- clear- colorless. Riparian phenology description- leaves. algae- present. macrophytes- present. woody debris- present. leaf litter-present. pollen- present,WHONDRS_S19S,,,,,0.75,,,6.53,4.75,0.63,0.04,0.06
